id,ativo,possui_variacoes,marca,codigo_erp,ncm,nome,buscavel,produto_digital,categorias,colecoes,filtros,variacoes,selos,slug,video,descricao,meses_de_garantia,frete_customizado,valor_do_frete,especificacoes,medidas,valor_de_presente,categoria_google,seo_titulo_pagina,seo_descricao,seo_palavras_chave,link_canonico,termos_de_busca,link_produto,link_foto_principal
,sim,nao,Age Solutions,,,Coenzima Q10 - Kit com 5,sim,nao,Kits,,coenzima;kit,,,coenz-kit-5,,<p>300 cápsulas totais.</p>,0,nao,0,,,0,,,,coenzima;kit,,coenzima;kit,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1z764f5Ozo0qBgXsbHAjHASNF_zghzS8e.jpg?v=1772428443
,sim,nao,Age Solutions,,,Coenzima Q10 - Kit com 3,sim,nao,Kits,,coenzima;kit;mais-vendido,,,coenz-kit-3,,<p>180 cápsulas totais.</p>,0,nao,0,,,0,,,,coenzima;kit;mais-vendido,,coenzima;kit;mais-vendido,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/17FKIVWECEUSfgkXNUB46Sl6U6EOBjj1e.jpg?v=1772429586
,sim,nao,Age Solutions,,,Coenzima Q10 - Kit com 2,sim,nao,Kits,,coenzima;kit,,,coenz-kit-2,,<p>120 cápsulas totais.</p>,0,nao,0,,,0,,,,coenzima;kit,,coenzima;kit,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1FrI2Fg4bqDkuoacT9aywxkfBqnDaNCo3.jpg?v=1772429586
,sim,nao,Age Solutions,,,Creatina 100% Pura - Kit com 3,sim,nao,Kits,,creatina;kit;mais-vendido,,,cre-kit-3,,"<h2>Potencialize sua Performance Física e Mental com Pureza Máxima.</h2>

<p>A Creatina Age Solutions é composta por creatina monohidratada 100% pura, desenvolvida para quem busca consistência e resultados reais. Ela atua diretamente na produção de ATP, a principal fonte de energia das células, sendo essencial tanto para o desempenho nos treinos quanto para a saúde cognitiva.</p>

<h3>Benefícios Principais:</h3>
<ul>
<li>
<strong>Explosão Muscular:</strong> Aumenta a capacidade de força e resistência em exercícios de alta intensidade.</li>
<li>
<strong>Recuperação Acelerada:</strong> Reduz a fadiga e otimiza a regeneração dos tecidos musculares.</li>
<li>
<strong>Suporte Cognitivo:</strong> Estudos comprovam melhorias no foco, memória e clareza mental.</li>
<li>
<strong>Segurança Comprovada:</strong> Não causa danos aos rins em pessoas saudáveis e é segura para uso contínuo.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Consumir de 3g a 5g diariamente, inclusive em dias de descanso. Pode ser misturada em água, sucos ou shakes, preferencialmente acompanhada de carboidratos para otimizar a absorção.</p>

<h3>Perguntas Frequentes (FAQ):</h3>
<p><strong>Causa inchaço?</strong> Não. Ocorre uma hidratação interna das células musculares, o que é benéfico para a performance, e não retenção hídrica subcutânea.</p>
<p><strong>Precisa de saturação?</strong> Não é obrigatório; o consumo diário constante é suficiente para elevar os estoques celulares.</p>",0,nao,0,,,0,,,,creatina;kit;mais-vendido,,creatina;kit;mais-vendido,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/11siijMM1Fl-c5ETHBfb2o2-2JIxT9ko5.jpg?v=1772429584
,sim,nao,Age Solutions,,,Creatina 100% Pura - Kit com 2,sim,nao,Kits,,creatina;kit,,,cre-kit-2,,"<h2>Potencialize sua Performance Física e Mental com Pureza Máxima.</h2>

<p>A Creatina Age Solutions é composta por creatina monohidratada 100% pura, desenvolvida para quem busca consistência e resultados reais. Ela atua diretamente na produção de ATP, a principal fonte de energia das células, sendo essencial tanto para o desempenho nos treinos quanto para a saúde cognitiva.</p>

<h3>Benefícios Principais:</h3>
<ul>
<li>
<strong>Explosão Muscular:</strong> Aumenta a capacidade de força e resistência em exercícios de alta intensidade.</li>
<li>
<strong>Recuperação Acelerada:</strong> Reduz a fadiga e otimiza a regeneração dos tecidos musculares.</li>
<li>
<strong>Suporte Cognitivo:</strong> Estudos comprovam melhorias no foco, memória e clareza mental.</li>
<li>
<strong>Segurança Comprovada:</strong> Não causa danos aos rins em pessoas saudáveis e é segura para uso contínuo.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Consumir de 3g a 5g diariamente, inclusive em dias de descanso. Pode ser misturada em água, sucos ou shakes, preferencialmente acompanhada de carboidratos para otimizar a absorção.</p>

<h3>Perguntas Frequentes (FAQ):</h3>
<p><strong>Causa inchaço?</strong> Não. Ocorre uma hidratação interna das células musculares, o que é benéfico para a performance, e não retenção hídrica subcutânea.</p>
<p><strong>Precisa de saturação?</strong> Não é obrigatório; o consumo diário constante é suficiente para elevar os estoques celulares.</p>",0,nao,0,,,0,,,,creatina;kit,,creatina;kit,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/10yQnidB-VchjwD8ZFc9Ax2RkftUVhyoT.jpg?v=1772429583
,sim,nao,Age Solutions,,,Colágeno com Ácido Hialurônico - Kit com 6,sim,nao,Kits,,colageno;kit,,,col-kit-6,,"<h2>Firmeza, Hidratação e Viço para uma Pele Renovada.</h2>

<p>Este protocolo combina nutrição inteligente com dermocosmética de alta performance. Desenvolvido para atuar na estrutura profunda da derme, combatendo rugas e linhas de expressão de dentro para fora.</p>

<h3>Vantagens e Benefícios:</h3>
<ul>
<li>
<strong>Ácido Hialurônico (50mg):</strong> Retém a hidratação e contribui para a elasticidade da pele e saúde das articulações.</li>
<li>
<strong>Proteína Pura (10g):</strong> Essencial para a regeneração tecidual e suporte imunológico.</li>
<li>
<strong>Complexo Antioxidante:</strong> Rico em Vitaminas B6, C, E e Zinco para proteger a pele contra radicais livres.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Diluir 1 scoop (aprox. 12g) em 150ml de água e consumir uma vez ao dia, preferencialmente após uma refeição.</p>

<h3>Logística:</h3>
<p>Enviamos em até 24h para São Paulo e oferecemos Frete Grátis em compras acima de R$ 49,90 para todo o Brasil.</p>",0,nao,0,,,0,,,,colageno;kit,,colageno;kit,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1spHD4PqpZW6Bj-pZvauiAISpyGpOywfq_e5d10538-09c7-484a-8bcc-8d643ec8d03d.jpg?v=1772429582
,sim,nao,Age Solutions,,,Colágeno com Ácido Hialurônico - Kit com 3,sim,nao,Kits,,colageno;kit;mais-vendido,,,col-kit-3,,"<h2>Firmeza, Hidratação e Viço para uma Pele Renovada.</h2>

<p>Este protocolo combina nutrição inteligente com dermocosmética de alta performance. Desenvolvido para atuar na estrutura profunda da derme, combatendo rugas e linhas de expressão de dentro para fora.</p>

<h3>Vantagens e Benefícios:</h3>
<ul>
<li>
<strong>Ácido Hialurônico (50mg):</strong> Retém a hidratação e contribui para a elasticidade da pele e saúde das articulações.</li>
<li>
<strong>Proteína Pura (10g):</strong> Essencial para a regeneração tecidual e suporte imunológico.</li>
<li>
<strong>Complexo Antioxidante:</strong> Rico em Vitaminas B6, C, E e Zinco para proteger a pele contra radicais livres.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Diluir 1 scoop (aprox. 12g) em 150ml de água e consumir uma vez ao dia, preferencialmente após uma refeição.</p>

<h3>Logística:</h3>
<p>Enviamos em até 24h para São Paulo e oferecemos Frete Grátis em compras acima de R$ 49,90 para todo o Brasil.</p>",0,nao,0,,,0,,,,colageno;kit;mais-vendido,,colageno;kit;mais-vendido,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1spHD4PqpZW6Bj-pZvauiAISpyGpOywfq.jpg?v=1772429582
,sim,nao,Age Solutions,,,Colágeno com Ácido Hialurônico - Kit com 2,sim,nao,Kits,,colageno;kit,,,col-kit-2,,"<h2>Firmeza, Hidratação e Viço para uma Pele Renovada.</h2>

<p>Este protocolo combina nutrição inteligente com dermocosmética de alta performance. Desenvolvido para atuar na estrutura profunda da derme, combatendo rugas e linhas de expressão de dentro para fora.</p>

<h3>Vantagens e Benefícios:</h3>
<ul>
<li>
<strong>Ácido Hialurônico (50mg):</strong> Retém a hidratação e contribui para a elasticidade da pele e saúde das articulações.</li>
<li>
<strong>Proteína Pura (10g):</strong> Essencial para a regeneração tecidual e suporte imunológico.</li>
<li>
<strong>Complexo Antioxidante:</strong> Rico em Vitaminas B6, C, E e Zinco para proteger a pele contra radicais livres.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Diluir 1 scoop (aprox. 12g) em 150ml de água e consumir uma vez ao dia, preferencialmente após uma refeição.</p>

<h3>Logística:</h3>
<p>Enviamos em até 24h para São Paulo e oferecemos Frete Grátis em compras acima de R$ 49,90 para todo o Brasil.</p>",0,nao,0,,,0,,,,colageno;kit,,colageno;kit,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1alfY7lxdTMx2TJ20snzubh8F05kUlelx.jpg?v=1772429580
,sim,nao,Age Solutions,,,Celluli Burn 100% Natural - 1 Pote,sim,nao,Celluli Burn,,celluli;emagrecimento,,,cell-ind,,"<h2>Estratégia Metabólica Inteligente contra a Celulite e Gordura Localizada.</h2>

<p>O Celluli Burn é um suplemento 100% natural formulado para atuar de dentro para fora no combate aos fatores que geram o aspecto de ""casca de laranja"". Sua fórmula foca na redução da inflamação e na melhora da microcirculação periférica.</p>

<h3>Benefícios Principais:</h3>
<ul>
<li>
<strong>Redução de Medidas:</strong> Auxilia na queima de gordura localizada e no metabolismo energético.</li>
<li>
<strong>Ação Drenante:</strong> Reduz o inchaço e a retenção de líquidos que agravam a celulite.</li>
<li>
<strong>Pureza Total:</strong> 0% açúcar, 0% lactose e 0% glúten.</li>
<li>
<strong>Vitalidade:</strong> Proporciona mais disposição para a rotina diária.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Ingerir duas doses diárias, preferencialmente após as refeições principais (café da manhã ou almoço).</p>

<h3>Perguntas Frequentes (FAQ):</h3>
<p><strong>Quando verei resultados?</strong> Os primeiros sinais costumam aparecer a partir da 4ª semana, com resultados mais consolidados após 8 semanas de uso contínuo.</p>
<p><strong>É natural?</strong> Sim, priorizamos ingredientes puros, sem corantes artificiais ou conservantes.</p>",0,nao,0,,,0,,,,celluli;emagrecimento,,celluli;emagrecimento,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1tOBC8M0mpnAkHCUtZntZLf-PiWzcWMTo.jpg?v=1772429588
,sim,nao,Age Solutions,,,Coenzima Q10 100% Natural,sim,nao,Coenzima,,coenzima;saude-celular,,,coenz-ind,,<p>60 cápsulas de 500 mg.</p>,0,nao,0,,,0,,,,coenzima;saude-celular,,coenzima;saude-celular,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/12i1-zNojutljuRZKVlNo4dfWcHy9124I.jpg?v=1772429585
,sim,nao,Age Solutions,,,Creatina 100% Pura - 300g,sim,nao,Creatina,,creatina;pureza,,,cre-ind,,"<h2>Potencialize sua Performance Física e Mental com Pureza Máxima.</h2>

<p>A Creatina Age Solutions é composta por creatina monohidratada 100% pura, desenvolvida para quem busca consistência e resultados reais. Ela atua diretamente na produção de ATP, a principal fonte de energia das células, sendo essencial tanto para o desempenho nos treinos quanto para a saúde cognitiva.</p>

<h3>Benefícios Principais:</h3>
<ul>
<li>
<strong>Explosão Muscular:</strong> Aumenta a capacidade de força e resistência em exercícios de alta intensidade.</li>
<li>
<strong>Recuperação Acelerada:</strong> Reduz a fadiga e otimiza a regeneração dos tecidos musculares.</li>
<li>
<strong>Suporte Cognitivo:</strong> Estudos comprovam melhorias no foco, memória e clareza mental.</li>
<li>
<strong>Segurança Comprovada:</strong> Não causa danos aos rins em pessoas saudáveis e é segura para uso contínuo.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Consumir de 3g a 5g diariamente, inclusive em dias de descanso. Pode ser misturada em água, sucos ou shakes, preferencialmente acompanhada de carboidratos para otimizar a absorção.</p>

<h3>Perguntas Frequentes (FAQ):</h3>
<p><strong>Causa inchaço?</strong> Não. Ocorre uma hidratação interna das células musculares, o que é benéfico para a performance, e não retenção hídrica subcutânea.</p>
<p><strong>Precisa de saturação?</strong> Não é obrigatório; o consumo diário constante é suficiente para elevar os estoques celulares.</p>",0,nao,0,,,0,,,,creatina;pureza,,creatina;pureza,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1wRqYe-LAEDgfpTx6gieddtbuwBKOHcxB.jpg?v=1772429582
,sim,nao,Age Solutions,,,Colágeno: Ácido Hialurônico (Limão),sim,nao,Colágeno,,acid-hialuronic;colageno;limao,,,col-lim,,"<h2>Firmeza, Hidratação e Viço para uma Pele Renovada.</h2>

<p>Este protocolo combina nutrição inteligente com dermocosmética de alta performance. Desenvolvido para atuar na estrutura profunda da derme, combatendo rugas e linhas de expressão de dentro para fora.</p>

<h3>Vantagens e Benefícios:</h3>
<ul>
<li>
<strong>Ácido Hialurônico (50mg):</strong> Retém a hidratação e contribui para a elasticidade da pele e saúde das articulações.</li>
<li>
<strong>Proteína Pura (10g):</strong> Essencial para a regeneração tecidual e suporte imunológico.</li>
<li>
<strong>Complexo Antioxidante:</strong> Rico em Vitaminas B6, C, E e Zinco para proteger a pele contra radicais livres.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Diluir 1 scoop (aprox. 12g) em 150ml de água e consumir uma vez ao dia, preferencialmente após uma refeição.</p>

<h3>Logística:</h3>
<p>Enviamos em até 24h para São Paulo e oferecemos Frete Grátis em compras acima de R$ 49,90 para todo o Brasil.</p>",0,nao,0,,,0,,,,acid-hialuronic;colageno;limao,,acid-hialuronic;colageno;limao,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1_4bIoGpjxCTkgd6_idrMqbN7Zf_V8VoO.jpg?v=1772429580
,sim,nao,Age Solutions,,,Colágeno: Ácido Hialurônico (Cranberry),sim,nao,Colágeno,,acid-hialuronic;colageno;cranberry,,,col-cran,,"<h2>Firmeza, Hidratação e Viço para uma Pele Renovada.</h2>

<p>Este protocolo combina nutrição inteligente com dermocosmética de alta performance. Desenvolvido para atuar na estrutura profunda da derme, combatendo rugas e linhas de expressão de dentro para fora.</p>

<h3>Vantagens e Benefícios:</h3>
<ul>
<li>
<strong>Ácido Hialurônico (50mg):</strong> Retém a hidratação e contribui para a elasticidade da pele e saúde das articulações.</li>
<li>
<strong>Proteína Pura (10g):</strong> Essencial para a regeneração tecidual e suporte imunológico.</li>
<li>
<strong>Complexo Antioxidante:</strong> Rico em Vitaminas B6, C, E e Zinco para proteger a pele contra radicais livres.</li>
</ul>

<h3>Como Consumir:</h3>
<p>Diluir 1 scoop (aprox. 12g) em 150ml de água e consumir uma vez ao dia, preferencialmente após uma refeição.</p>

<h3>Logística:</h3>
<p>Enviamos em até 24h para São Paulo e oferecemos Frete Grátis em compras acima de R$ 49,90 para todo o Brasil.</p>",0,nao,0,,,0,,,,acid-hialuronic;colageno;cranberry,,acid-hialuronic;colageno;cranberry,,https://cdn.shopify.com/s/files/1/0801/4263/1129/files/1lq7WT4FVW0oTzqd8k0KNhwa40t8YF_pD.jpg?v=1772429579
